Tweet,Suicide,Labels
loving the credit crunch,Not Suicide post,0
@MizFitOnline normal workday for me. I do still have plans/aspirations to submit some info for the miz mag - honest i do.,Not Suicide post,0
@timelkington dont do it Tim - he will be in your dreams at nite but only if u spend over ï¿½300 and use the 15% discount he sent last week,Not Suicide post,0
@alexakesson follow @hedge_funds,Not Suicide post,0
"@MissSmashlee oh not alot, uni, working, same as just about everyone. handed in the first assignment in over a year on friday, was crazy",Not Suicide post,0
*caugh* *caugh* I am ... Darth Batman! http://hex.io/kkf most brilliant crossover ever,Not Suicide post,0
"cya all later crew, i got a bit of work to do",Not Suicide post,0
"I want to be out in the sun, walking down a beach, with Joey",Not Suicide post,0
Have been convinced to do the second talk at tonight's DJUGL. I'm hoping not to become too regular a feature,Not Suicide post,0
@TimNebergall @JudgmentCash @AlexGoodall Thanks for the Rt's Paul,Not Suicide post,0
I just had to google &quot;How to insert MicroSD into Blackberry Bold&quot; Found it though!,Not Suicide post,0
is looking forward to her upcoming photo shoot. Off to work. Ask for my e-mail address. Chatting makes the day fly by! N/A if ur crazy.,Not Suicide post,0
@WANICULLEN Thanks Wani,Not Suicide post,0
@UxSoup aaaah ty,Not Suicide post,0
Wants to be stimulated already,Not Suicide post,0
@BeatlesTweets WOW awesome pics!!,Not Suicide post,0
might go out and see marble today,Not Suicide post,0
"@eliseland :O he just replied to someone... Dougie replied to quite a few people this afternoon so you never know... besides, it's fun!",Not Suicide post,0
"im so tired today. i want to lay in a bed full of boys and just have hugs sounds so good, probably look even better.",Not Suicide post,0
Installing Call of Duty 4... what a big DON'T... HELL YEAH,Not Suicide post,0
@pinkfrangipani it's take me to the river from sydenee,Not Suicide post,0
Plans have changed for the better... out for a MTB ride in the sunshine now,Not Suicide post,0
@turnitgrey oh gosh. I didn't think you were that old. oh well I'll still like you when your 25 hahaha.,Not Suicide post,0
bom dia twitters,Not Suicide post,0
One month from today we'll be on that plane headin' for NY!!,Not Suicide post,0
snuggling in bed with my little baby....ahhhh!,Not Suicide post,0
"@Marcel_Perform Gimme that $1m, we'll take a tour to the UK, and I'll show you all the people you need",Not Suicide post,0
@MarthaStewart proof?,Not Suicide post,0
My Cullen family jewellery set arrived this morning! So happy!,Not Suicide post,0
"@meedee64 Coooeee, How's your day been",Not Suicide post,0
http://twitpic.com/2y9iv - When Chelsea brings me chocolate and diet coke I'm happy again,Not Suicide post,0
Reminder: SR Release date set for Easter Sunday,Not Suicide post,0
@twitme10 Lol - curry .. cuppa tea ... glass of merlot .... a free doggie ... I'm happy to negotiate,Not Suicide post,0
@Pete_Brown That's In-and-Out,Not Suicide post,0
"@healthwarrior A watched pot never boiled, mate - distraction is the name of the game",Not Suicide post,0
"Watching Tron Oh my goodness, genius stuff :-D. the bike scene just flashed by",Not Suicide post,0
@destanigroup Thanks for the link to fastpitch!,Not Suicide post,0
"@Kal_Penn Thank you, Kal!!! You're GREAT!!! Good luck on everything that you'll do!",Not Suicide post,0
@imjustcreative bless ya fella,Not Suicide post,0
@ozazure I just trimmed it. I'll post photos soon,Not Suicide post,0
@rccgd I'm leaving the laptop at home. I'll put up with tweetie. I can get DMs on gmail. New friends can always send me their email addy,Not Suicide post,0
@coy0te Sure! But would i be a rebel for not waiting til Follow Friday? haha,Not Suicide post,0
Just booked @leawoodward and I in for 4D baby scan tomorrow - very exciting - can't wait to see our little girl,Not Suicide post,0
"In ny No flight delays, thank goodness. Las vegas was memorable! Loved fob/atl/cs concert",Not Suicide post,0
loves the weather and goes on a bike tour with her doggy now,Not Suicide post,0
"@petesanderson A little of what you fancy does you good, I am told",Not Suicide post,0
@missy1994 dude i am SO jealous! goin to buy some on thurs,Not Suicide post,0
Totally bought High School Musical 3 today... and it was meant to be released tomorrow. Also bought a Wii Remote charger!,Not Suicide post,0
@MissxMarisa Oh sounds like a top movie Really? I don't know who that is but they should hah.,Not Suicide post,0
@mileycyrus you're up early.... or out late haha,Not Suicide post,0
@cassie2112 I don't wanna! tis too annoying &amp; hard! ...doing it all day tomorrow,Not Suicide post,0
@brendonuriesays @trohman hope you guys have a safe flight,Not Suicide post,0
@thirdsectorlab Greetings.,Not Suicide post,0
@BrisbaneGirl 'hen' style may or may not involve making promises OTHER people need to deliver ... no such concerns here,Not Suicide post,0
@espiral08 we're coming back on sunday or monday!,Not Suicide post,0
@dajw nowt wrong with abit of cheese monsieur Winsor,Not Suicide post,0
"right then nsb archive done and dusted, ape accounts up to date, freeland winner sorted.. haha now to do some real work",Not Suicide post,0
Playing the clarinet makes me happy,Not Suicide post,0
@xdcd What are you saying about yourself,Not Suicide post,0
"mmm OJ, scrambled eggs w/ cheese and toast GILMOREGIRLS TOO! ahhh. this day is amazing.. now if i could only get the dryer to work.",Not Suicide post,0
@JohnsHopkins Bloodstain on the carpet? Ready to gooo! http://short.to/3uqb,Not Suicide post,0
@Fortitia how's it cooking? looking forward to having a taste later.,Not Suicide post,0
@nicharry Tell her Simon &quot;who used to be from Tuks FM&quot; says Hi,Not Suicide post,0
I like the sound of my new job title. Inventory manager.,Not Suicide post,0
in curand voi fi pe .ro thx to blogway si CNSC,Not Suicide post,0
Night all.. just enjoyed a chat on connect2mums. Check it out. http://connect2mums.ning.com/,Not Suicide post,0
@mark_uk_ne We know we don't have a Queen.,Not Suicide post,0
@DanceofLife just twigged you mean your financial presentation? Yes I'll have a look at home and mail to you today,Not Suicide post,0
@declanshalvey yea you're right it's shite,Not Suicide post,0
has just joined twitter,Not Suicide post,0
@aplusk Ha! Nice...A lot like love is on tv right now what a cute movie!,Not Suicide post,0
@LozzaBlack About time! You should always listen to your wise friend Kate. She's the coolest!,Not Suicide post,0
The jobs front doesnt look so bleak today !!,Not Suicide post,0
Going to school and enjoying my last day as a 16 year old but too,Not Suicide post,0
@anup_99 yea .. they just keep getting better,Not Suicide post,0
making some lunch,Not Suicide post,0
It's always great to hear from actors whom I've directed! Trying to encourage them to join Twitter!,Not Suicide post,0
wow i just woke up and there's a bag next to my bed. i hate alcohol! wtf happened tonight?!?! thanks everyone who came to my bday dinner,Not Suicide post,0
"@Mummyofmany I have home-made brownies, too....",Not Suicide post,0
@codyks Chick-Fil-A = bonus.,Not Suicide post,0
basil and hafiz are having a very nice gay moment in the studio,Not Suicide post,0
"time to turn off and go to sleep i think, its been a big day! Goodnight all",Not Suicide post,0
Eating kebab in the sun. Sounds like a bad song title. Ha! That one too,Not Suicide post,0
@elleeseymour I didn't realise you were trustee. There are loads of you aren't there? Find RASE structure quite confusing!,Not Suicide post,0
going back to OS X after a forced 5 month hiatus with only my Windows and Linux boxes makes me a happy camper,Not Suicide post,0
@Lerae143 you didn't get the memo because when I told you .. You were most likely INTOXICATED. Not my problem.. But you're welcome,Not Suicide post,0
"@benjamenus oh blimey, it's not you is it?? don't worry, I wouldn't say anything here that i wouldn't say to them personally.",Not Suicide post,0
@noi27 Easy way is to go to MBK and get it hacked. @chuanjeng got a CN rom on his TH phone...,Not Suicide post,0
@CITYPUBLICITY During revamp and shortly after. They're out of $ now &amp; in real trouble... but I'm going to be good &amp; not bag them publicy,Not Suicide post,0
@margb1509 It's the same here in New Zealand too. Looking forward to them starting again already! Have a great night!,Not Suicide post,0
"@visualmadness Hehe, thanks.",Not Suicide post,0
"@diablocody That is how I am, but it is Valley Girl that I must watch. Nic Cage as Randy = yum. LOL!!",Not Suicide post,0
@sandieb321 We are not fussy about age here as long as females are between 18-25 . I changed the rules. lol,Not Suicide post,0
"is laughing , i cant believe flea attacks dougie xx",Not Suicide post,0
lip-synching to a song.,Not Suicide post,0
@tommcfly i wouldnï¿½t say &quot;the best books ever written&quot; but they are quite close though i was a bit disappointed about the 7th,Not Suicide post,0
@brigham oh! thank you!! I'm just glad to not be shutting stuff across the street anymore.. it's a little slower w/ the unpacking tho!,Not Suicide post,0
@davethackeray LOL! You saw that? Hahaha...was a fun day of exploration and experimentation!,Not Suicide post,0
Good morning...good morning..good moooooorning,Not Suicide post,0
Watching This Morning and deciding what to do with myself today. Think I'll keep searching for that elusive job!,Not Suicide post,0
@LukesMummy He was a very good boy. He looks even cuter now. If such a thing were possible.,Not Suicide post,0
An easter egg without the calories http://www.etsy.com/view_listing.php?listing_id=23359320,Not Suicide post,0
@Boddingtons baby id try anything for the first time wi you...,Not Suicide post,0
@TiphaineSiovel Do I have to Tell....LOL,Not Suicide post,0
I Am Going To @lilyroseallen So Keen! Come On June!,Not Suicide post,0
@LindseyLobo How did you know?? I LOVE it!,Not Suicide post,0
TweetDeck Icons Annoyng your Desktop? CHANGE http://tinyurl.com/dca4r7 (From Devianart http://tinyurl.com/djg77b ),Not Suicide post,0
@TomFelton its amazing! I saw it on Broadway with the original cast.,Not Suicide post,0
Leaving House now gonna switch to texts,Not Suicide post,0
@nerer0cket dont worry we'll make the most out of it,Not Suicide post,0
"@LaPrincipessa you SAU! i stood up at 8. then off to offenbach, home. outside. sunshine. love you.",Not Suicide post,0
"@judyk113 Yeah, we're going to have neither, but it's all good. Hope you do.",Not Suicide post,0
Chillin,Not Suicide post,0
"@harrietlulu how weird. yesterday, i was thinking I really wanted to listen to Christmas songs.. not so strange I think.",Not Suicide post,0
"@beelarge ohhhhh um I hope mine comes sooooooooooooooooooon! Does it look goog, give it ere lemme hav a look!",Not Suicide post,0
"@SociallyCubed i miss IRC culture, Twitter is like the mainstream version, without the trout slapping",Not Suicide post,0
"@suesshirtshop Same to you, Sue!",Not Suicide post,0
New Hip album today. Mine arrives in vinyl next week,Not Suicide post,0
Is up at 7 am for no reason. Had a great day yesterday... hopes today is just as good,Not Suicide post,0
thanks for the welcome Mark!!,Not Suicide post,0
"@HeavenlyHev how was it, so I know what to expect?",Not Suicide post,0
ooo apple store is down ... so close? Credit card ready,Not Suicide post,0
"trying out Spaz for Twitter posts. love my DestroyTwitter, but it's easier to read Spaz!",Not Suicide post,0
@polkadotbride He was slightly damaged to begin with so nothing to report there,Not Suicide post,0
It's one of the perks of working for the NYSE Ger!,Not Suicide post,0
@Leela89 was that reply to me or yourself? XD I wouldn't say you make many mistakes,Not Suicide post,0
"@phatelara debbs, PW is up on MSE! Congrats!",Not Suicide post,0
"@TonyWade @iantalbot I'm a size 5, but I have to wear orthotics in my footwear if I'm attempting to walk so I can get away with a 6",Not Suicide post,0
@thefreerpgblog Glad you enjoyed it!,Not Suicide post,0
"It snowed! Okay, there's not enough to build Frosty, but it snowed. As long as it's cold, it might as well snow...Enjoy your day",Not Suicide post,0
A tweet tweet here and a tweet tweet there! Goodniiiight!!,Not Suicide post,0
"@marijamilovanov oh, hell yeah... but, that list should be made very passionately... oops, I ment patiently",Not Suicide post,0
gonna go to school. be back around 4,Not Suicide post,0
&quot;is in awe of everything she sees your way&quot;,Not Suicide post,0
I jst sneezed twice. Me thinks there's at least one ghost in my house now.,Not Suicide post,0
@D_Silver i saw your photos! hot!,Not Suicide post,0
"w00t! Matt Elliot (Third Eye Foundation) playing GRV tonight Early gig (first act 8.15, curfew 10.30), if anyone fancies?",Not Suicide post,0
@royaltybites : SLUMDOG MILLIONAIRE! OMG. Or the new one by James Patterson,Not Suicide post,0
Going to day care! Get to see hannah! This should be a good day. I hope so anyway.,Not Suicide post,0
@Vince_Craine Glad to see you've toned down your sell. Still like the software,Not Suicide post,0
@tommcfly http://twitpic.com/2y9c6 - hide it well from everyone!,Not Suicide post,0
time for some warsaw beer garden chilling,Not Suicide post,0
We are open again today from 10:00 am til 7 pm.. come in and see us,Not Suicide post,0
Just got out of the film. Had some giggles I &lt;3 Colbert!,Not Suicide post,0
@jodonahue Yes it is!,Not Suicide post,0
@theosoft What do you want to know about MODx cms? Maybe I can help you,Not Suicide post,0
ok that dinner rocked,Not Suicide post,0
@mickydodds Pretty much. Trying to follow the more interesting ones at the moment.,Not Suicide post,0
@mousehunt hi,Not Suicide post,0
@AuntieCelene I think I'm going to try making those newspaper thingies this year. Got a lot of herbs to grow!,Not Suicide post,0
"Seeing Eno on Thursday Brian Eno &amp; J. Peter Schwalm ï¿½ Like Pictures, Pt. 2 (ntnet) ? http://blip.fm/~3xcys",Not Suicide post,0
@debasispradhan hah &quot;if I don't have much time&quot; good point,Not Suicide post,0
just chillin =P i mean holidays.. nothing to do.. silence.. only me.. *haha* finally my relaxing time.. with a book typical for me!! &lt;3,Not Suicide post,0
@maufeitioblog obviously,Not Suicide post,0
is an awesome photographer,Not Suicide post,0
@Cathay_Pacific just wanted to say a big thank you for being such a great airline. As a travel writer things like this mean A LOT!,Not Suicide post,0
now time for mouse to mouse pad for a long long night ahead! this is how you know you love it!,Not Suicide post,0
how many people does he wanna rip it out of really,Not Suicide post,0
@meerajane I luv your blog too! Fashion is &lt;3,Not Suicide post,0
@fisbeed get back to work,Not Suicide post,0
#cloudforce is the top trend. I am surprised. But I couldn't have loved it more!,Not Suicide post,0
i r so tired but i suppose thats what i get for procrastinating. damn i hate having my ego tied up in grades... i blame capitalism,Not Suicide post,0
@Treenz22 @mynameislloyd @fritzanator Awesome time tonight. I knew you would check twitter before bed. Ha Ha,Not Suicide post,0
@toodamnninja uhuhhhh. word fail. it's 'shipwreck in the sand'. obviously too early,Not Suicide post,0
"@MmmBaileys Have a good day Jessie, and I'll tell you for why, it's your birthday!",Not Suicide post,0
"thanks to @Posh_Totty cant wait to get home from work tonight, for some reason",Not Suicide post,0
forgot she had a twitter &amp; is pleased to know more people have joined.,Not Suicide post,0
"@thesouthernstar ochie, kmaren nervous ya pas TU? Kliatan tau, pas aku dtg aku ngeliat ochie lg maen2in tisu sampe tisu'y lecek..",Not Suicide post,0
@JamesRandom ye!! But I still rather imagine my dad is some american superstar than just a bum ^^ it keeps me happy,Not Suicide post,0
"@dylanphayes Woop! I'm keen to head to Sydney/Melbourne. Even if YYY come here, we should still roadtrip",Not Suicide post,0
just got out of the shower. nothing says 'wake up' like body lotion in your hair,Not Suicide post,0
@aprilmcvey whyy dont you update somemore mom! HAVE A BLESSED DAY!,Not Suicide post,0
@Glinner what about twittering your task @rtm,Not Suicide post,0
"@Peerug you been puffing on that dragon again, ey?",Not Suicide post,0
I got twitter 4 my iPod touch yaaaaaay!!!!!!!!!!!!!!,Not Suicide post,0
"@Pixieguts really???? why? Call superman, he can save you!!!! We need ya!",Not Suicide post,0
is excited for two more sleeps any she doesn't have to wear the stupid goggles to bed anymore.,Not Suicide post,0
@RLN49 Too funny!,Not Suicide post,0
@JayGee101 Glad to hear it! Im ok thanx,Not Suicide post,0
@weinerburger haha it was alright. we ended up paying abt $900. and yes i am coming to school tmoro oh oli pood tday! ;D,Not Suicide post,0
"@PickNicole Yes, indeed. With copious amounts of whipped cream",Not Suicide post,0
@MrsZee Go you,Not Suicide post,0
HootSuite monetizing Twitter - shurely shum mishtake? http://ow.ly/2g0Y,Not Suicide post,0
"ahhh!!! The Shoe throwing Tradition.. After Pakistan and Iraq, Now in India http://bit.ly/s6lea",Not Suicide post,0
"Hurrah! Someone is listening! Delay so long, have now missed meeting. Back home to walk dog and reschedule",Not Suicide post,0
@xxandip uh oh i take it someone cant spell your name? im a katie and hate it when people put katy x,Not Suicide post,0
Guess who just posted on Universal Causality? ME! http://universalcausality.wordpress.com/2009/04/07/thoughts-in-the-mens-room/,Not Suicide post,0
@acummings Watching my figured this AM so no Maple frosted today. Just the delicious DD coffee!,Not Suicide post,0
@TinaCook Morning Tina - the fact is we'll do something with it. Wouldn't it be great if it was something BIG?,Not Suicide post,0
Tuesday in the great metropolis of Hanover... what could be better,Not Suicide post,0
is cleaning up. will start anew.,Not Suicide post,0
@sophistifunk aye,Not Suicide post,0
"@jasongaunt Yeah, lots of potential. I think they've been working on their own iPhone app for months now How are you mate? Been a while!",Not Suicide post,0
Had a nice lunch time for some work now.,Not Suicide post,0
Brushin' mah teef. Secularly.,Not Suicide post,0
@dandad a beautifully designed fully accessible HTML website,Not Suicide post,0
"@JCred yeah, I thought HOllywood was teaching us to be GREEN, and now the top movie is about really really powerful CARS? going FAST?",Not Suicide post,0
"@MissGC : Yeah, I've seen his reply. Congrats, Dear! You must be very happy!",Not Suicide post,0
has only been awake two hours but would like to go back to sleep,Not Suicide post,0
I just finished feeding Kayden his breakfast so now we are relaxing and watching Shrek.,Not Suicide post,0
Michael Jackson is a sad existance of a man.. I've already met Alanis so Prince is my last hope.. Keep The Faith..,Not Suicide post,0
@Lady_Twitster Ah it's not the same since the old days when he of the orange-face was still around.,Not Suicide post,0
@Chels_V morning,Not Suicide post,0
"@monster344, how great is that?",Not Suicide post,0
"@bwagy its good people like you, aren't scared to say the real tweets! transparency is shown for real! cheers",Not Suicide post,0
@sputnick42 welcome &amp; good to see you!,Not Suicide post,0
@beelarge I should have mine today then,Not Suicide post,0
"Off to town now, see you later",Not Suicide post,0
had a juice box this morning. You never know the joy a juice box can bring until you have one later on in life.,Not Suicide post,0
@SLDalby Why YES xx,Not Suicide post,0
just had lovely cuddle with Tali Virgo,Not Suicide post,0
"Ruby, ruby, ruby, ruby!!!: Just taken delivery of my new 'Beginning Ruby' book! Whoop whoop - another languag.. http://tinyurl.com/cd29ar",Not Suicide post,0
"@suziam what 'bout something a bit more Lo-Fi.. Dictation (failing that, one of those projected keyboards)",Not Suicide post,0
"Short Stack, on home and away",Not Suicide post,0
@avalanchelynn hello!! g'mrng!! wuzup?!? hows twitterville while i was sleeping? evrythings cool?,Not Suicide post,0
@ravogd my weird dreams are a part of my life now and make me who i am xxxxxxxxx,Not Suicide post,0
@Mwmyn I would say philosophical,Not Suicide post,0
God damn vending machines are so depressing -standing at them waiting for your sad little snack like some Pavlovian bitch! Happy Tuesday!,Not Suicide post,0
@simonbigpicture Of course! I just don't trust any single source or filter of data,Not Suicide post,0
@TdMPhotography Oh sorry would have replied earlier BUT was flickin thru my wonderful new book of ideas,Not Suicide post,0
"@TomFelton Cash in the Attic is OK, I prefer Homes Under the Hammer, haha I do love being off school...",Not Suicide post,0
@nellclothing @TdMPhotography Crikey! Check out the Manfrotto worshipers!,Not Suicide post,0
getting my english doneee!!!!!!!! ahh cant wait till holidays,Not Suicide post,0
@Joshmadden - OMG THANKS FOR REPLYING TO ME You just made me sooo happy!!! Please folow me...I've learnt so much from your blogs ),Not Suicide post,0
@BMkerchief I love each time up post an update. Ur profile picture is an amazing site let me tell u!,Not Suicide post,0
"@jasonjdenis Good morning, Jason !!! Hope you're enjoying tweeting, my twitter friend !",Not Suicide post,0
@robcthegeek You forgot Dependency injection/IoC containers on your tech todo list,Not Suicide post,0
@jordandossett tell me about it! we're going to try that PureSleep mouth piece on TV - will let you know if/how it works,Not Suicide post,0
@EARom Voted for 'Entry #9 - ellisdabomb #4' - that was incredible...might have to play some FIFA now,Not Suicide post,0
I saw deer in the backyard from my bedroom window this morning,Not Suicide post,0
@elliottcable I prefer @poopdiary meself.,Not Suicide post,0
"@mikedignammusic hey, your stuff's quite good can you get it on itunes?",Not Suicide post,0
@DonalMacIntyre ello you were fab on DOI im going to the tour tmwr cant wait!! xxx,Not Suicide post,0
my friends think i'm weird because i watch the news all the time....watching the news,Not Suicide post,0
@R1B Too bad. Make it a good show,Not Suicide post,0
@squishynoms you did not get mumps so thankfully my life is spared WOOP,Not Suicide post,0
@ilovetypography and in danish its &quot;rytme&quot;,Not Suicide post,0
@acummings We have the location updated on the Dakno blog. Always looking out for the REBC peeps! #REBCPHL,Not Suicide post,0
"@ekalavyab saw it smetime back , bloody creative it is",Not Suicide post,0
i have to go now.... make up duty for tomorrow...... goodnight to all....,Not Suicide post,0
@RealRobBrydon can't wait for Friday.. I'm coming to see the recording! do you know who Friday's guests are yet? looking forward to it,Not Suicide post,0
"@LisainDallas it's not 'nerd', Lisa, it's 'retard', remember? Special Olympics? I don't speak Austrian? that guy is breathtaking..",Not Suicide post,0
I'm sitting in Burger King with my whopper on the table in front of me,Not Suicide post,0
"@thatalisongirl I think the ginger next door are having a fight, like a bad one! I don't know what to do",Not Suicide post,0
"Good Morning! With apologies to my MState friends, all I have to say is Woohoo! Tar Nation! Better luck next year, boys!",Not Suicide post,0
"@wizbiff i need a different job, if he is gonna chat all night. he's cute so i'll get over it",Not Suicide post,0
embedding a google calendar into a site is actually seriously easy,Not Suicide post,0
@Ingermaaike aww thank you,Not Suicide post,0
Casual Tuesday again for train bf...he sat next to me today!! This has to mean I'm going to have a good day,Not Suicide post,0
"@tikitosca New York, please",Not Suicide post,0
@rabbitroodle And me too! *YAY!* GOOD MORNING!!!,Not Suicide post,0
MEGA MONSTER MUNCH,Not Suicide post,0
thanks #Aylesbury #Audi for very quick service in fitting shiny new number plates,Not Suicide post,0
i just realized that in a month i can celebrate my birthday with watching the Wolverine movie then wwe Raw nice timing,Not Suicide post,0
sat at home doing nothing? looking foward to bakewell next week though,Not Suicide post,0
@Acrobat77 Select the tile option. It's a little square towards the bottom of the screen when you're changing the background,Not Suicide post,0
@kissability I'm actually listening to Chopin in the dark right now,Not Suicide post,0
but HA! Internet Explorer is being nice to me Mozilla Firefox is mean.,Not Suicide post,0
@aamelia lots and many. I illegaly downloaded them (h) BUT then lost them all. so now I only haz whatev ones tozz emails me why?,Not Suicide post,0
@ROBsessedBlog http://i42.tinypic.com/drbadi.jpg Mine.,Not Suicide post,0
@PembrokeDave Just working matey but i'm off next week,Not Suicide post,0
@Mendelt Goodmorning dude! long time no see,Not Suicide post,0
@tweetie well that's impressive. Both spot 25 AND spot 26 http://twitpic.com/2yabd,Not Suicide post,0
@crystalweb and @sallyormond (Briar Copywriting)- an awesome combination,Not Suicide post,0
@DarynKagan good afternoon from my part of world - Abu Dhabi (+4.00 GMT),Not Suicide post,0
At least its not raining today,Not Suicide post,0
"@inspireinspire aw, I am so jealous! ) please, take me with you",Not Suicide post,0
@callumfloyd Welcome to the jungle!,Not Suicide post,0
"accidentally her whole rib cage...well, nearly half of it! http://tinyurl.com/da72gp",Not Suicide post,0
@bobbyllew That could have been embarrassing! At least you remembered this time today and not this time tomorrow! Small mercies!,Not Suicide post,0
--&gt; @katyperry in June (28) in Portugal!! I don't know... should I go? Or is just another catching song?!?,Not Suicide post,0
got a crush,Not Suicide post,0
@Shmerkle I went with CSI as my episode 3 of Dollhouse needed redownloading! Once that's done I can watch that then the rest,Not Suicide post,0
@babydestiny24 What's Twitter? OH!! This is Twitter. Yea... My poor little birdie! No! Here comes the FAIL WHALE!!,Not Suicide post,0
"@ChildfreeOnline Yes, I would pay more to to fly on in a #childfree section",Not Suicide post,0
"RT @WanNurSyaira: I never say my life is miserable, my life is pretty good not gonna lie. But what it seems to be a “privileged” life may n…",Potential Suicide post,1
@jessedonoe I mean.... my life is miserable so I guess light at the end of the tunnel,Potential Suicide post,1
My life is so miserable and it's not getting better.,Potential Suicide post,1
I've truly never been happier with my life :))) I'm rid of all the toxic people who brought me down :))) and those… https://t.co/g8KBt7lbtw,Potential Suicide post,1
"Mesh mohm, i just wanted you to know that you’re the softest person came to my miserable life — Oh this is sweet",Potential Suicide post,1
unfollow me now is all in gonna talk aboutfor therestof my miserable life https://t.co/ORVRYQQKby,Potential Suicide post,1
RT @soieange: My ultimate goal is to not end up like all the miserable people around me who settled in life and are perpetually bitter abou…,Potential Suicide post,1
RT @normanilovato97: why is it that everyday i hate my life more and more i really feel im destined to be miserable forever,Potential Suicide post,1
why is it that everyday i hate my life more and more i really feel im destined to be miserable forever,Potential Suicide post,1
RT @llvv0i: I am not correcting anything I just live my life calmly and I have nothing to do with what is going on this miserable world,Potential Suicide post,1
this is my notice of me giving up on life n becoming an alcoholic bc i'm miserable n want to die farewell ill be drunk,Potential Suicide post,1
RT @afrocybergal: i’ve been ugly all my life ugh this is not fair i wanna be cute for at least one era of my miserable life.,Potential Suicide post,1
i’ve been ugly all my life ugh this is not fair i wanna be cute for at least one era of my miserable life.,Potential Suicide post,1
RT @floweryhillside: I don’t want them to come for my account. Literally the only thing keeping me through the miserable existence that is…,Potential Suicide post,1
I don’t want them to come for my account. Literally the only thing keeping me through the miserable existence that… https://t.co/XJF6MP8fJ7,Potential Suicide post,1
Why is it that I can absolutely nail my job that I despise with all my heart but manage to royally fuck up every si… https://t.co/sUX9u3Bo3q,Potential Suicide post,1
"sis, don't. my life isnt how you  think it is. my life is a miserable.",Potential Suicide post,1
My life is way too good for me to feel so angry and miserable all the time,Potential Suicide post,1
A lot of my tweets are about being lost &amp; miserable but it’s not always all it’s cracked out to be lol my life is a… https://t.co/hWxcSJOZDy,Potential Suicide post,1
"I work with a lot of Russians in the SoCal office and they look completely miserable. Whenever I see them,… https://t.co/f3hfTkoc4E",Potential Suicide post,1
"I know I can’t get all the things i want in life, but when does it get to feel like at least fixing my mouth to say… https://t.co/teGorYjZWQ",Potential Suicide post,1
My life is miserable,Potential Suicide post,1
i am so miserable i've never been this miserable in my life he is simply baby https://t.co/6pHayB9OhA,Potential Suicide post,1
I am a thousand percent done with “protocols” and everything else. I am tired of explaining and giving further back… https://t.co/4I6B8qUF8f,Potential Suicide post,1
Extremely tired of everything. I just want to die.,Potential Suicide post,1
"I feel an infinite sadness in my soul and I feel so lonely, so empty, so disappointed, so desperate, so distressed,… https://t.co/SwTFkygc5k",Potential Suicide post,1
@realDonaldTrump It already is! At least in France one doesn't die/loss everything when get sick &amp; have at least 1… https://t.co/QYN3ku1Q8T,Potential Suicide post,1
I am so sick and tired of being blamed for everything that I am actually waiting for the day I die.,Potential Suicide post,1
We were tired from the concert so we ate noodles instead. After we’d eaten Emily saw photos that the restaurant has… https://t.co/uqI5KXdJD6,Potential Suicide post,1
Why did I even come back I want to fucking die I'm tired of everything,Potential Suicide post,1
"To no one: I'm not fucking okay, stop asking me if I am. Stop asking me what's wrong. If I knew then I'd fucking sa… https://t.co/iIXwUtp35x",Potential Suicide post,1
"i'm tired of everything, pls so i want to die.",Potential Suicide post,1
"Im gonna fucking die, im tired of investing everything into a person and then have them throw it out. I am not made… https://t.co/5hb6Kz74qb",Potential Suicide post,1
I'm so fucking tired of depression. I woke up feeling productive today now I don't want to do anything I feel shit… https://t.co/hdyYYzOq6X,Potential Suicide post,1
I am so tired of everything. Please just let me die,Potential Suicide post,1
I hope God takes me soon. I legit am tired of living and really just wanna die. I feel like crying for everything l… https://t.co/hmnfAKgolY,Potential Suicide post,1
@gfrdtagon also again i hate making a comeback to rp bcs i caused many bad things that shudnt have happened:(:( bub… https://t.co/eqirspU9fo,Potential Suicide post,1
Im tired and sick of everything I wanna die ... https://t.co/w04RQCbvNV,Potential Suicide post,1
"I'm getting tired of people going through everything, like literally everytime I die its cuz someone goes my stuff",Potential Suicide post,1
I hate my life lmao I hope I die soon or sumn I'm too tired of everything,Potential Suicide post,1
@limrobmichael Wala akong specific problem actually. I’m just so drained and tired of everything i just wanna die hahahaha,Potential Suicide post,1
"i'm fucking tired of people's tweet today omg stop treating romance like it revolves around everything, you won't d… https://t.co/nNvLE2ehr5",Potential Suicide post,1
GOD! CAN U HERME IM TIRED PLEASE KILL ME I WANT DIE,Potential Suicide post,1
There was a young man who got tired of staying in this world. They called this the living world but he does not fee… https://t.co/oGrCQipO0Z,Potential Suicide post,1
Became as hot as the persistent days resting heavily on tired flowers,Potential Suicide post,1
RT @breathiingo: i wanna die. i don’t deserve a piece of anything. i don’t belong anywhere. i’m sick and tired of everything. the same peop…,Potential Suicide post,1
i wanna die. i don’t deserve a piece of anything. i don’t belong anywhere. i’m sick and tired of everything. the sa… https://t.co/8hbfNffXii,Potential Suicide post,1
RT @uglythxughts: Im tired of everything that is going on in my  life,Potential Suicide post,1
Became as hot as the persistent days resting heavily on tired flowers,Potential Suicide post,1
i wanna die pls i'm tired of everything,Potential Suicide post,1
i don't wanna fucking be here anymore,Potential Suicide post,1
"i'm leaving forever, if you'll miss me whatever",Potential Suicide post,1
i'm tired of you… https://t.co/cAp1T1SFF1,Potential Suicide post,1
